U3_Fault_Section				U3 Average Slip Rates (mm/yr)								U3 Average Aseismicity Factors								U3 Average Coupling Coefficient								U2 Fault Section			U2 Slip Rate (mm/yr)						U3 Creep	
U3_Section_Name	U3 Sect ID	Length (km)	Orig Area (km-sq)	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	U2 Section Name	Length (km)	Orig Area (km-sq)	DM2pt1	DM2pt2	DM2pt3	DM2pt4	DM2pt5	DM2pt6	Aseis	coupCoeff
Sierra_Madre_(San_Fernando)	113	19.35	355.82	1.79E+00	1.59E+00	2.00E+00	1.93E+00	1.76E+00	1.40E+00	2.00E+00	1.93E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Sierra Madre (San Fernando)	18.10	332.81	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
Sierra_Nevada__(No_Extension)	210	33.84	609.58	3.29E-01	5.54E-01	3.00E-01	9.03E-01	3.26E-01	5.58E-01	3.00E-01	9.03E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Silver_Creek_2011_CFM	664	48.34	555.48	1.04E-01	2.00E-01	1.00E-01	1.94E-01	1.04E-01	5.70E-02	1.00E-01	1.94E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Simi-Santa_Rosa	115	39.18	502.15	6.64E-01	3.23E+00	7.00E-01	5.88E-01	6.31E-01	2.69E+00	7.00E-01	5.88E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Simi-Santa Rosa	39.18	502.15	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Sisar	202	19.91	714.57	4.65E-01	2.42E+00	3.90E-01	3.19E-01	4.20E-01	2.01E+00	3.90E-01	3.19E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Skinner_Flat_2011_CFM	694	12.20	121.97	9.90E-02	3.53E-01	1.00E-02	3.28E-02	9.90E-02	3.50E-01	1.00E-02	3.28E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
So_Sierra_Nevada	63	112.53	1997.77	4.78E-01	4.40E-01	3.00E-01	2.61E+00	4.52E-01	4.40E-01	3.00E-01	2.61E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	So Sierra Nevada	112.53	1997.77	1.00E-01	1.00E-01	1.00E-01	1.00E-01	1.00E-01	1.00E-01	0.00	1.00
South_Cuyama	189	82.70	2110.65	1.00E-01	1.38E-01	1.00E-02	5.63E-02	1.00E-01	2.03E-01	1.00E-02	5.63E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
South_Klamath_Lake_East	719	54.53	692.62	3.79E-01	3.96E-01	3.90E-01	4.15E-01	3.89E-01	3.89E-01	3.90E-01	4.15E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
South_Klamath_Lake_West	720	53.13	674.78	4.33E-01	2.42E-01	3.90E-01	3.98E-01	4.24E-01	2.37E-01	3.90E-01	3.98E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Superstition_Hills	98	36.21	456.21	4.49E+00	2.70E-01	4.00E+00	4.21E+00	4.32E+00	6.64E-01	4.00E+00	4.21E+00	0.07	0.45	0.10	0.10	0.10	0.45	0.10	0.10	1.00	0.83	1.00	1.00	1.00	0.83	1.00	1.00	Superstition Hills	36.21	456.21	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	0.10	1.00
Surprise_Valley_2011_CFM	708	86.89	964.13	8.35E-01	7.85E-01	7.00E-01	7.00E-01	8.25E-01	7.85E-01	7.00E-01	7.00E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Surprise Valley	87.36	1094.84	1.30E+00	1.30E+00	1.30E+00	1.30E+00	1.30E+00	1.30E+00	0.00	1.00
Swain_Ravine_-_Spenceville	695	103.23	1430.45	1.00E-02	3.30E-01	1.00E-02	6.12E-18	1.00E-01	3.34E-01	1.00E-02	6.12E-18	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Table_Bluff	15	48.88	898.62	7.49E-01	1.30E+00	6.00E-01	8.51E-01	7.49E-01	1.38E+00	6.00E-01	8.51E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Table Bluff	48.88	898.62	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	0.00	1.00
Tank_Canyon	145	35.12	380.54	1.21E+00	1.08E+00	1.00E+00	9.91E-01	1.18E+00	1.09E+00	1.00E+00	9.91E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Tank Canyon	15.98	173.16	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Thirty_Mile_Bank	174	82.22	1880.06	3.92E-01	3.00E-02	3.90E-01	2.85E-01	4.06E-01	1.28E-01	3.90E-01	2.85E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Tin_Mountain	887	36.72	623.21	1.00E-02	5.79E-01	1.00E-02	5.66E-02	1.00E-02	5.76E-01	1.00E-02	5.66E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Towne_Pass	886	46.92	796.16	2.00E-02	2.93E-01	1.00E-02	2.94E-02	1.00E-02	2.98E-01	1.00E-02	2.94E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Trinidad_(alt1)	19	88.46	2004.83	1.81E+00	1.75E+00	1.50E+00	1.41E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	Trinidad	88.46	2004.83	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	0.00	1.00
Ventura-Pitas_Point	117	59.45	925.98	2.84E+00	1.72E+00	1.60E+00	1.48E+00	2.53E+00	6.24E-01	1.60E+00	1.48E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Ventura-Pitas Point	43.81	682.34	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Verdugo	112	31.63	559.94	4.84E-01	1.18E+00	3.90E-01	2.46E-01	4.43E-01	9.92E-01	3.90E-01	2.46E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Verdugo	29.03	513.88	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	0.00	1.00
Walker_Spring_2011_CFM	696	30.55	305.46	2.00E-02	5.65E-01	1.00E-02	7.49E-01	1.00E-02	5.67E-01	1.00E-02	7.49E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
West_Napa_2011_CFM	665	43.65	596.48	1.50E+00	1.05E+00	1.00E+00	4.01E+00	1.41E+00	1.12E+00	1.00E+00	4.01E+00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	West Napa	29.59	295.90	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
West_Tahoe	321	58.91	999.74	7.49E-01	7.27E-01	6.00E-01	2.53E+00	7.40E-01	7.29E-01	6.00E-01	2.53E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	West Tahoe	51.33	871.01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	0.00	1.00
White_Mountains	44	110.72	1439.42	3.92E-01	8.83E-01	7.00E-01	6.47E-01	4.02E-01	8.57E-01	7.00E-01	6.47E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	White Mountains	110.72	1439.42	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
White_Wolf	253	63.40	958.36	2.31E-01	1.55E+00	3.90E-01	1.16E+00	2.72E-01	1.50E+00	3.90E-01	1.16E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	White Wolf	63.40	958.36	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
White_Wolf_(Extension)	254	45.94	694.34	1.03E-01	8.01E-01	1.00E-02	1.52E+00	1.03E-01	7.30E-01	1.00E-02	1.52E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Whittier_alt_1	236	46.26	610.49	3.51E+00	4.58E+00	2.50E+00	2.66E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	"Whittier, alt 2"	46.26	675.34	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	0.00	1.00
Wight_Way_2011_CFM	697	17.75	302.30	1.00E-01	1.50E-02	1.00E-02	4.46E-09	1.00E-01	1.60E-02	1.00E-02	4.46E-09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Yorba_Linda	206	17.59	233.89	1.00E-02	3.61E-01	1.00E-02	6.12E-18	1.00E-02	4.27E-01	1.00E-02	6.12E-18	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Zayante-Vergeles_2011_CFM	715	90.49	2135.64	1.03E-01	2.00E-01	1.00E-01	1.14E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	Zayante-Vergeles	57.91	694.94	1.00E-01	1.00E-01	1.00E-01	1.00E-01	1.00E-01	1.00E-01	0.00	1.00
Anacapa-Dume_alt_2	222	64.77	1006.98	null	null	null	null	4.74E-01	8.01E-01	3.90E-01	2.97E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	"Anacapa-Dume, alt 2"	64.77	1006.98	null	null	null	3.00E+00	3.00E+00	3.00E+00	0.00	1.00
Brawley_(Seismic_Zone)_alt_2	171	61.02	805.41	null	null	null	null	2.40E+01	1.92E+01	2.30E+01	2.52E+01	null	null	null	null	0.90	0.90	0.90	0.90	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Chino_alt_2	239	28.70	424.35	null	null	null	null	1.04E+00	2.44E-01	1.00E+00	3.19E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	"Chino, alt 2"	28.70	424.35	null	null	null	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Contra_Costa_(Briones)_2011_CFM	624	9.06	116.89	null	null	null	null	3.16E-02	1.41E+00	1.00E-02	5.70E-02	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Contra_Costa_(Dillon_Point)_2011_CFM	625	11.06	138.27	null	null	null	null	3.16E-02	2.11E+00	1.00E-02	1.93E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Contra_Costa_(Lake_Chabot)_2011_CFM	627	4.04	44.85	null	null	null	null	2.24E-02	1.63E+00	1.00E-02	5.72E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Contra_Costa_(Larkey)_2011_CFM	628	7.77	116.48	null	null	null	null	2.24E-02	1.34E+00	1.00E-02	5.73E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Contra_Costa_(Ozal_-_Columbus)_2011_CFM	629	9.01	118.87	null	null	null	null	3.16E-02	1.22E+00	1.00E-02	1.93E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Contra_Costa_(Reliez_Valley)_2011_CFM	630	5.63	82.76	null	null	null	null	2.24E-02	6.66E-01	1.00E-02	1.01E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Contra_Costa_(Southampton)_2011_CFM	631	11.45	162.79	null	null	null	null	2.24E-02	1.47E-01	1.00E-02	5.70E-02	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Contra_Costa_(Vallejo)_2011_CFM	632	3.80	42.87	null	null	null	null	1.00E-02	3.00E+00	1.00E-02	1.00E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Coronado_Bank_alt2	121	178.49	1535.01	null	null	null	null	2.90E+00	4.00E-01	1.83E+00	3.08E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Coronado Bank alt2	null	null	null	null	null	null	null	null	null	null
Great_Valley_05_Pittsburg_Kirby_Hills_alt2	135	31.92	319.23	null	null	null	null	1.37E+00	4.99E-01	1.50E+00	1.03E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Great Valley 05 Pittsburg Kirby Hills alt2	null	null	null	null	null	null	null	null	null	null
Great_Valley_06_Midland_alt2	382	33.36	934.14	null	null	null	null	4.52E-01	7.40E-02	4.00E-01	3.53E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Holser_alt_2	229	17.15	374.08	null	null	null	null	4.01E-01	1.14E+00	4.00E-01	3.21E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Mad_River_-_Trinidad_fault_zone_(alt2)	546	89.93	2038.34	null	null	null	null	4.80E+00	8.91E-01	4.50E+00	1.05E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Mad River - Trinidad fault zone (alt2)	null	null	null	null	null	null	null	null	null	null
Malibu_Coast_(Extension)_alt_2	224	34.63	597.97	null	null	null	null	3.40E-01	1.22E+00	3.00E-01	3.04E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Malibu_Coast_alt_2	223	37.81	652.92	null	null	null	null	3.71E-01	2.49E+00	3.00E-01	2.80E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	"Malibu Coast, alt 2"	37.81	652.92	null	null	null	3.00E-01	3.00E-01	3.00E-01	0.00	1.00
Mount_Diablo_Thrust	2	25.04	325.37	null	null	null	null	1.88E+00	9.00E-01	2.00E+00	2.10E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Mount Diablo Thrust	25.04	325.37	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
Newport-Inglewood_alt_2	234	65.74	992.66	null	null	null	null	1.48E+00	5.34E-01	1.00E+00	1.89E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	"Newport-Inglewood, alt 2"	65.74	992.66	null	null	null	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
North_Channel	216	50.68	393.09	null	null	null	null	1.27E+00	2.30E-01	1.00E+00	1.73E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	North Channel	50.68	393.09	null	null	null	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Oak_Ridge_(Offshore)	218	37.95	565.81	null	null	null	null	2.17E+00	1.60E+00	3.00E+00	1.30E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Oak Ridge (Offshore)	37.95	565.81	null	null	null	3.00E+00	3.00E+00	3.00E+00	0.00	1.00
Oak_Ridge_(Offshore)_west_extension	203	28.11	94.66	null	null	null	null	2.42E+00	8.69E-01	3.00E+00	2.30E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Oak Ridge (Offshore) west extension	null	null	null	null	null	null	null	null	null	null
Oceanside_alt2	175	120.11	2244.02	null	null	null	null	7.18E-01	4.70E-02	1.00E-02	1.95E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Pitas_Point_(Upper)	217	34.96	449.34	null	null	null	null	1.13E+00	1.91E-01	1.00E+00	1.84E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Pitas Point (Upper)	34.96	449.34	null	null	null	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Puente_Hills_(Coyote_Hills)	243	17.38	467.75	null	null	null	null	9.58E-01	1.30E+00	9.00E-01	1.22E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Puente Hills (Coyote Hills)	17.38	467.75	null	null	null	7.00E-01	7.00E-01	7.00E-01	0.00	1.00
Puente_Hills_(LA)	241	21.91	622.50	null	null	null	null	1.04E+00	8.57E-01	9.00E-01	1.91E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Puente Hills (LA)	21.91	622.50	null	null	null	7.00E-01	7.00E-01	7.00E-01	0.00	1.00
Puente_Hills_(Santa_Fe_Springs)	242	11.45	288.23	null	null	null	null	8.98E-01	7.37E-01	9.00E-01	3.14E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Puente Hills (Santa Fe Springs)	11.45	288.23	null	null	null	7.00E-01	7.00E-01	7.00E-01	0.00	1.00
Redondo_Canyon_alt_2	233	24.66	310.45	null	null	null	null	4.30E-01	1.40E-01	3.90E-01	1.71E-02	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Diego_Trough_north_alt2	179	116.93	970.53	null	null	null	null	2.33E+00	1.89E+00	1.50E+00	1.98E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Luis_Bay_2011_CFM	710	16.16	161.60	null	null	null	null	1.04E-01	1.79E-01	1.00E-01	7.88E-02	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Luis_Range_(So_Margin)	75	115.02	1951.94	null	null	null	null	1.26E-01	2.57E-01	2.00E-01	8.94E-02	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	San Luis Range (So Margin)	63.80	902.29	2.00E-01	2.00E-01	2.00E-01	2.00E-01	2.00E-01	2.00E-01	0.00	1.00
Santa_Cruz_Catalina_Ridge_alt2	180	137.11	1508.18	null	null	null	null	1.34E+00	7.00E-01	1.00E+00	2.50E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Santa_Monica_alt_2	225	27.99	423.88	null	null	null	null	1.00E+00	5.52E-01	1.00E+00	1.68E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	"Santa Monica, alt 2"	27.99	423.88	null	null	null	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Santa_Susana_alt_2	231	43.25	574.04	null	null	null	null	5.12E+00	3.61E+00	6.00E+00	4.60E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Whittier_alt_2	237	46.26	675.34	null	null	null	null	3.42E+00	5.41E+00	2.50E+00	2.66E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Whittier alt 2	null	null	null	null	null	null	null	null	null	null
Zayante-Vergeles	53	57.91	694.94	null	null	null	null	1.03E-01	2.00E-01	1.00E-01	1.15E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	Zayante-Vergeles	57.91	694.94	1.00E-01	1.00E-01	1.00E-01	1.00E-01	1.00E-01	1.00E-01	0.00	1.00
